Username,Ulasan,Keterangan
dian kusuma Dewi (Dastan M Dien Izzat),"KBS sekarang lebih bersih & terawat. Sudah banyak tempat cuci tangan & panduan jaga jarak. Murah, terjangkau & menyenangkan anak². Yg mau bawa sepeda ke dalam juga boleh lho. Seru sepedaan bareng kel sambil lihat binatang",1
Dhean Yantie,Cukup suka dgn tempat ini. Pohon² nya rindang. Cocok buat momong si kecil untuk lebih  mengenal binatang rusa.,1
Retno Permata,"Ini adalah kebun binatang di Surabaya 15k tiket masuknya suasana yang sejuk rimbun pohon nan hijau tapi terkadang di kandang"" tertentu baunya tidak bisa dikondisikan hehehe maklum mungkin si hewan makannya agak ngawur hehehe tapi rekommended buat ajak keluarga apalg anak"" pasti sangat senang hehehe",1
Nyonya Destion,"Sengaja kesini pas hari biasa, biar gk rame2 banget. Fotonya juga dapet.hehe",1
SMK Negeri 1 Sarirejo - Lamongan,"Kebun binatang surabaya selalu menarik untuk dikunjungi, tempatnya hijau, asri, bersih dan nyaman untuk wisata keluarga serta memberikan edukasi kepada anak-anak",1
JunioEdo,"Pesepeda mulai pagi - jam 10, syarat masuk scan QR Pedulilindungi. Kebersihan cukup, dirasa jalan kaki atau pesepeda lebih mending bersepeda, karena keliling jalan kaki bisa cukup melelahkan 😅, dan kurangnya ada tempat duduk disekitar dalam KBS. …",0
Rosalina Mumtazah,"Murah banget tiket masuk nya cuma 15 ribu, kalau biaya parkir untuk motor 5 ribu. Kalau mau masuk ke area aquarium harus beli tiket lagi 10 ribu.
Harga minuman Thai tea di sana standar lah, ga mahal"" amat. Mulai dari 8 ribu - 15 ribu. Kalau aqua, ga tau, soalnya ga beli",1
Ahmad Muqorrobin,"Semakin banyak tempat duduk, banyak perubahan baru yang lebih menyamankan pengunjung",1
viiraa 14,"Binatang lumayan lengkap tapi sayang pas waktu kesana area gajah lagi di perbaiki.
Ada feeding area juga untuk bagian binatang rusa. …",0
gunadi,Sekarang lebih baik dan tertata. cuman sayangnya untuk Parkiran Motor. Masih semrawut.,0
abu NisaQiaraAzryqAbdad,"tiket masuk murah, masuk aquarium bayar lagii... lebih mahal pula drpd tiket masuk KBS nya... denah lokasi membingungkan, koleksi hewan sedikit, banyak kandang kosong.. mengecewakan",2
Alifatul Fitriyah,"Tempat rekreasi yang edukatif khususnya untuk anak2, harga tiket masuk relatif murah 15 ribu per orang kecuali beberapa tempat ada biaya tambahan, dan diperbolehkan membawa makanan dan minuman tentunya. Ada kandang kosong yang tidak ada …",0
Wahyudi RJ,"Mengenalkan Anak Anak dengan Binatang yang belum perna dia lihat di kebun Binantang Surabaya, disana berbagai macam binatang mulai dari  burung yang kecil sampai burung yang besar,ada Harimau,Gajah,orang Hutan,Kera,Beruang,Buaya,Kuda nill,Zebra,Rusa dan masih banyak lagi binantang lainnya",1
mysierotul amini,"Murah tiket masuknya cuma 15ribu 1 orang
Jadi bisa refresh saat dirumah",1
Wisik Selma_BG Junction,"Sudah bisa dikunjungi secara umum, monggo yg mau liburan di KBS",1
Tri Susiati,"Tempatnya bersih dan terawat, banyak kedai makanan dan tempat istirahat. Cocok sebagai tempat wisata keluarga",1
Mulya Sari,"Tempat ini merupakan tempat yang cocok buat liburan bersama anak-anak. Tempat edukasi yang baik  untuk pengenalan hewan-hewan. Tiket masuk cukup murah, 15.000 rupiah untuk 1 pengunjung, anak-anak dibawah tinggi badan 85 cm tidak dikenakan …",1
Sau Leen,"monyetnya bisa renang gess 😵
masih saja ada oknum pengunjung yg kasi makan hewan sembarangan 🤦‍♂️
mungkin pas petugasnya lengah karena kewalahan. …",2
Nisa Nursery,Tempatnya sejuk. Nyaman buat jalan2 ajak balita. Sekalian edukasi jenis2 satwa,1
JR Vintage And Art - Malang,Tiket murah...masukan cuman perlu dijaga lagi kebersihan...fasilitas penunjang perlu adanya renov dan ditambah lagi koleksi satwanya,2
Muhammad Maarif Habibie,Lokasi strategis.asri nyaman dan bisa menghilangkan penat.mantap bgt,1
Tiyas Firda,"Sport foto semakin banyak , tempat cukup bersih ,nyaman & Sangat indah",1
Indah Yuliatin,Foto ini aku ambil sebelum di berlakukan ppkm darurat Jawa Bali. Sekarang kebun binatangnya instagramable lho. Bagus buat foto-foto.,1
daud sudira agam reksa //Sari Musdalifa,"kesana minggu, rame banget. binatangnya sedikit, malah tempat istirahatnya yang banyak. semoga kedepannya bisa dikelola lebih baik.",0
Ieya Fadilla,Di Kebun Binatang Surabaya...kita dapat memanjakan diri dengan melihat simbol Kota Surabaya....yaitu Patung Saro(Ikan Hiu)  dan baya (Buaya)....Kamu bisa bersenang senang dengan keluarga mu karena di sana juga banyak jajanan khas …,1
Rahmat Novianto,"Makin bagus, tapi binatang nya tidak sebanyak dulu..",0
demitria dini ariyani,"Tiket masuk cuma 15ribu,lumayan buat tempat jalan2 bareng teman, keluarga atau pacar, cukup asri, tidak terlalu panas, cuma jenis binatangnya tidak begitu banyak, dan kadang kosong kandangnya",0
Dwi Astutik,Banyak banget kenangan masa kecil bareng abah pas main ke bonbin. Sekarang udah banyak berubah cenderung tidak terawat di beberapa bagian. Sedih :'(,2
rizqinurfaidah,"tiket murah cocok buat yg pgn zoo date xixi, hewannya tp bbrp ada yg kurus badannya :( pas kesitu jg ga nemu jerapah :((",2
Fajar Choirul Akhbar,"Kebun binatang ini bagus binatangnya banyak dari gajah, jerapa, unta dan lain sebagainya. …",1
agus hy,"Tempatnya lumayan luas kayak ragunan jakarta. Tapi masih banyak yg kumuh, khususnya toiletnya yg kumuh dan jaraknya lumayan jauh.",2
Dini Novita,Tempat nyaman bersih dan terawat tertata dengan rapi setiap anjungannya,1
danengsih neng,"Senang dengan kekompakan para bunda2 dan suasana KBS yg asri ,murah dan nyaman",1
Herry BiLQis_Daddy,TEMPAT REKREASI COCOK UNTUK MENGEDUKASI ANAK2 DAN PENGETAHUAN BARU YG BAGUS.,1
Alif “Alif” Alhannif,"Tempatnya nyaman ,bersih",1
Fitri Amilia,"Kondisi skr sdh jauh lbh baik dr 2 th lalu. Skr sdh cukup bagus dan tertata. Pedagang tertata, kondisi jln sdh bagus jd nyaman ketika berkeliling. Petunjuk arah jelas, toilet umum nya baik, harga tetap terjangkau hanya 15rb tiket masuk.",1
Timothy Denzel,Tempat yang menarik hewannya lengkap dan harga tiket masuknya terjangkau,1
reffi avrill,"Kalau lihat dr awal masuk its ok lah ya. Cuma parkir mobil jauh. Kalo mobil parkirnya di joyoboyo gess. Dan jalur rute nya di kbs nya kurang. Jd bingung mau ke kanan apa ke kiri dulu nih. Jd rada muter"" wkwk. Gpp sih nanti coba ditingkatkan lagi aja soal rute perjalanan di kbs nya. Makasih.",0
Hamid Arif,"Tempat wisata yang menyajikan berbagai macam satwa baik lokal Indonesia maupun internasional. Mulai yang kecil sampai yang besar. Dengan melihat satwa, kita bisa belajar begitu banyaknya satwa yang ada di dunia ini. Satwa-satwa ini ada …",1
Faa Media Channel,"Tempat bagus buat edukasi anak, wisata keluarga. TOP 👍 …",1
Distributor Smart Hafiz Surabaya Afriani,Kebun Binatang Surabaya semakin bagus dan bersih. Tiket terjangkau banget,1
Yuni Yuni,"Banyak pohonnya di dalam jadi lebih sejuk, ada yang jual makanan² juga, banyak macam hewannya juga, dari yang jinak hingga buas ada semua, bagus banyak gambar² di dindingnya bisa buat foto, luas banget tempatnya, ada jasa buat foto cepatnya 👍👍👍 …",1
Ela Elo,"Tempat yang cocok untuk edukasi, rekreasi dengan keluarga, teman, sahabat. Tempat yang dingin banyak tempat duduk jika ingin beristirahat. Ada kolam renang untuk anak kecil. Ada kantin. Dan cocok untuk berfoto untuk kenangan. Sudah mendapatkan kesenangan karena liburan, eh juga mendapatkan ilmu untuk keluarga.",1
Welli Matias,"Sudah puluhan tahun tidak ke KBS, kondisi KBS kini jauh lebih rapi, bersih, teratur dan terawat.",1
mohammed alfin,Sudah lebih baik dr yang dulu sempat amburadul parah. Semoga ke depannya infrastrukturnya semakin baik (terutama lokasi hewan air) dan memiliki koleksi hewan yang lebih banyak dengan konservasi yang berkualitas tinggi.,1
Nina Sahfita,Tolong diperbanyak lagi tempat duduk untuk istirahat pengunjung,0
Uus Sukrisman,Kebun binatang surabaya tempat yang cocok untuk edukasi buat anak dengan harga tiket 15 K/orang dan parkiran luas...saran jika mau kesini mending week day biar gag terlalu rame,1
Rita Samia (Neng Kunti),"Sudah 2x kesini rame bgt pas weekend prokes nya ketat sih alhamdulillah...
Hewan dan fasilitas alhamdulillah ada peningkatan...",1
WIDIASTUTI NUGROHO,Tiket masuknya murah.. Tempatnya luas bersih.. Pokoknya puas deh muter2 dgn harga tiket yg murah bgt.. Harga makanan2 yg dijual didalam juga ga begitu mahal..,1
Maulana Farhan Sulthan,Overall tempatnya masih bagus dan terawat. Ada kera yang lagi sakit pantatnya,1
Ninin Dona Kurniasari,"Lokasi wisata edukasi kebun binatang yang bagus dan bersih, banyak variasi binatang buat edukasi anak 👍 …",1
Wulan Septi Endah Poerwanti,"Rekreasi sekaligus utk belajar adik2 belajar hewan dari bentuk aslinya...
Lokasinya strategis, tiket masuknya per 02.10.2018, 15rb/org.
Suasananya nyaman, ya mungkin ada bebera lokasi yg agak bau, karena yah,, …",1
mifta c,"kebun binatang surabaya merupakan salah satu kebun binatang yang tertua di asia tenggara yang berdiri pada tanggal 31 agustus 1916. terletak di pusat kota surabaya yang sangat strategis, dekat denfab terminal joyoboyo maupun stasiun …",1
Annisa Nur Balqis,"Tempat edukasi yang bagus, lengkap hewannya & harga terjangkau. Hanya saja lokasi kurang bersih banyak kandang yg penuh kotoran dan tempat sampah yg dibiarkan terbuka mengganggu penunjung sekitar dengan aromanya.",2
Mira Widya Saragih,"Kebun binatang yang hewan nya banyak dan lengkap, ada juga tempat untuk makan, minum, bersantai, bisa menaiki gajah dengan tarif 70-75rb disediakan juga permainan air. harga masuk 15rb",1
AYA AYA,"Surabaya Zoo sekarang sudah jauh lebih baik dari sebelumnya. Lebih bersih, terawat, harga tiket masuknya pun sangat terjangkau walaupun masih sepi pengunjung. Jarak menuju pintu keluar dari lokasi binatang agak jauh, jadi lumayan berasa capeknya.",1
Noe_Ulla Anindito,"Meskipun tidak selengkap dulu binatangnya. Tapi masih cukup untuk menambah pengetahuan anak anak. Masih ada rusa, macan, harimau, ular, burung, buaya dan yang lain. Kalau pengen naik gajah atau memberi makan langsung juga ada tiketnya.",1
Langgeng Fitrianingsih,"Lebih bersih, lebih nyaman, lebih lebih lah sekarang.
Lebih bikin happy anak2 pastinya.",1
Sindi Radianta,Salah satu tempat wisata yang murah meriah. Saat ini harga tiketnya Rp 15.000 untuk wisata keluarga disini bagus. Bisa meningkatkan releationship di keluarga. Karena disini kita bisa mengajarkan ke anak2 berbagai macam binatang. Hanya saja …,1
Jumon Sweet,KBS sekarang bersih bagus pokoknya..kandang-kandang nya juga bersih.Sekarang bawa kacang nda boleh untuk menjaga kebersihan dan menjaga agar hewan tidak dikasih makan sembarangan juga.Salut kemajuan sekarang..,1
Mawaddah Madha_Adha,Kebun Binatang Surabaya atau Surabaya Zoo.. merupakan pilihan wisata ketika berada di Kota Surabaya... Tempatnya bersih tapi jumlah hewan sedikit sehingga pemerintah perlu menambah jumlah hewan2 sehingga pengunjung terutama anak-anak bisa puas melihat dan belajar tentang kehidupan hewan...,0
Abdul Yusuf,"Pertama kali masuk ke kebun binatang, jadi ini merupakan hal yang luar biasa. Belum semua bintang ada di tempat ini, tapi untuk binatang - binatang yang saya belum lihat sebelumnya dapat saya saksikan di KB ini. …",1
Wayan Meila,"Kebun binatang sangat asri, sejuk, walaupun koleksi satwanya ada yang tidak lengkap tapi cukup bagus untuk sarana edukasi dan wisata buat anak-anak mengenal hewan di habitatnya. Tiket masuk terjangkau dan lokasi strategis.",1
Lizuns Official,"Kebun Binatang Surabaya
Fasilitas masih sederhana, tapi untuk masalah kebersihan sangat diperhatikan di kebun binatang ini. …",1
herdy ian,"Ramai tempat bersih n harga tiket terjangkau, pokoknyau anak2 jos n cocok buat pengetahuan",1
Yanni Mentoel,Tiket masuk 15 rb. Bisa beli pakai m banking atau tunai.,1
Muhammad Nafis,"Tempat yang asik untuk keluarga, teman, anak"" sekolah juga boleh bawa makanan",1
zidni ilma,"Bagus, bersih nyaman buat berlibur bersama keluarga",1
Sita Rahma,"Surabaya zoo sdh berbenah, lokasi bersih, hewan bervariasi, ada tempat bermain untuk anak, namun untuk tempat parkir sangat kecil, jd mobil meluber di sepanjang jalan masuk dan keluar, harus datang lebih pagi agar bisa parkir! Hewan di dalam kandang kurus kurus, kasihan...",2
VJ_ Rino,"Mantappp, beda sama yg di tmpt lain, lahan parkir juga luas, next kesini lagi",1
Lara Gunawan,"Tidak terlalu menarik, hewannya cuma sedikit, penanataan sudah lumayan",0
Suharsono Agung Wiratno,"Lumayan bersih, rapi, binatangnya baik dan ramah. Untuk protokol kesehatan Covid-19 lumayan ketat. Dibuka pembelian tiket online.",1
Luqman Nur Hakim,"Tempat lumayan bagus bersih, nyaman dan adem.
Tapi saya miris lihat hewan yg ada dalam kadang atau habitat nya dsana. Mereka pada terlihat lapar. Apalagi lihat monyet, harimau, rusa kangguru, beruang madu …",2
Zainal Muttaqin,"Kebun Binatang Surabaya (KBS) saat ini sudah lebih bagus dan masih terus berbenah. Meskipun masih harus meningkatkan kesadaran kebersihan oleh semua pengunjung dan pengelola, KBS sangat tepat sebagai pilihan tempat rekreasi keluarga. Harga …",1
Muhimmatul Khoiroh,"Sayang sekali beberapa hewan telah diganti dan karena wabah merebak pada hewan jadi dilarang memberi makan hewan. Padahal sudah siapin sayur buat makan hewannya. Tapi lokasi nya semakin bagus, semakin cerah. Kandang gajah juga tidak lagi …",0
Marthavella Retno,"Kebun binatang yang luas dan banyak spesies hewan didalamnya. Bagi yang capek jalan bisa beli makanan dan minuman di dalamnya, lengkap. Good place to visit🌻 …",1
Hardiansyah kusuma putra,"Pilihan tempat yang OK untuk liburan bersama keluarga sambil mengajarkan juga ke anak - anak mengenai macam - macam satwa yang ada disana. Semoga selalu ramai, & bisa menambah koleksi satwa disana.",1
Lina Nirmala,Cocok sekali untuk edukasi ke anak dan tempat rekreasi untuk keluarga,1
Jusman hamid,Kebun Binatang Surabaya perlu dilestarikan dan lebih ditingkatkan lagi perawatannya,1
FERI F,Rindang tpi syg binatangnya tdk sebanyak dlu tpi seruuuuuuu capek capek deh jalannya,0
Sarita I. Octoviani,"Bisa dikatakan jauh dari baik sih sebenernya, untuk sebuah tempat yg dinamakan Kebun Binatang, masih banyak binatang yang kurang terawat, luka2, ada penyakit kulit, kurang lincah, kurus dsb.. apalagi sepanjang jalan kita disuguhi bau …",2
tiyang awam,"Kebun binatang surabaya, dengan koleksi lebih dari 300 jenis satwa, bahkan sempat disebut-sebut sebagai kebun binatang terlengkap di Asia Tenggara. Kini berbagai perbaikan, penyempurnaan, dan penambahan fasilitas telah dilakukan oleh  Kebun …",1
Dinar Juwa Maharani,Tempat yang pas untuk rekreasi keluarga dan bersantai menikmati hari libur. Harga tiket masuk yang sangat terjangkau. Akan tetapi hewan yang berada di kebun binatang ini kurang lengkap dan banyak kandang yang kosong tidak ada hewannya.. Banyak hewan yang terlihat kurus juga...,2
Revo Raditya,"Sayang,tiket masuk ke Aquarium jd 20rb tp kualitas ikannya sama aja.. klo menurut aq terlalu mahal",2
wigit kristianto,Kondisi di dalam sudah lebih baik daripada saat berkunjung kesini 20 tahunan lalu. Tiket lumayan murah  tapi kalai mau lihat bird show dan perahu bayar lagi (25rb dan 20 ribu). Lumayan buat jalan jalan di dalam kota surabaya. Semoga terus berbenah untuk KBS,1
Nyonya Galieh,"KBS benar2 berbenah.Sangat Bersih dan banyak petugas yg siap untuk mengingatkan kita untuk ikut memelihara kebersihan dan menjaga fasilitas yg ada.
Tiket masuk Rp 15.000,- …",1
Rara andhara Silvia azzahra,"Cuma 15 rb bisa lihat satwa2 sepuasnya, untuk yg lainya bayar sendiri lagi, seperti naik gajah, masuk aquarium, masuk kolam renang, naik unta, naik bebek, naik Perahu motor tp murmer koq",1
Ari Puji Astuti,Kebun Binatang Surabaya ini merupakan salah satu destinasi wisata di Surabaya. Di dalamnya disediakan taman selfie yang bisa digunakan untuk berfoto-foto. Ada wisata perahu juga. Ada tembok mural yang bergambar hewan-hewan yang dapat …,0
raztian raz,"Lebih bersih banyak sport foto nya tapi untuk liat lebih lengkap hewan"" nya banyak pintu"" tiket yang berbayar sekarang",0
Dee Lee,"Jauh lebih bagus dari 20 thn lalu... Tatanan cukup bagus namun bisa diperbaiki lagi untuk spot2 fotogenik lainnya ditambah lebih banyak. Banyak yang berjualan makanan dan minuman serta wahana lainnya seperti boat, paralayang mini, kereta …",1
Fatma Wj,"Koleksi hewan2 lumayan lengkap... luas dan cukup rindang. Pas dtng ada bbrapa bagian yang masih direnovasi. Kebetulan tidak terlalu ramai pengunjung krna datang hari kerja, jadi lebih leluasa eksplore tiap kawasan....",1
Nano Komara,"Ketika saya berkunjung tanggal 29 November 2018 Harga Tiket Masuk sebesar 15rb dan parkir motor sebesar 5rb. Kebun binatang yang cukup luas dan bagus, rapi dan bersih disemua sudut. Sangat saya rekomendasi kan untuk berjalan ria bersama keluarga sambil mengenalkan berbagai macam binatang kepada anak ataupun balita.",1
Rosidah Setyo,Tempatnya asyik buat rekreasi keluarga tp banyak pembatasnya sehingga tdk bisa leluasa lihat hewannya,2
Zara Kimga,"Banyak pengunjung dan ramai anak sekolah, semoga semua animal di KBS sehat-sehat 😊 …",1
Fredy Milenio,"Mintak tolong sama pengurus KBS mohon ditambah lagi fauna nya: Ayam hutan hijau,jalak putih,ayam hutan merah,elang jawa,segala jenis burung hantu. Terima kasih",1
Ratih Kartikasari,"Tempatnya bagus bgtt, hewan2nya terawat didalem ada jga yg jualan makanan ringan/berat juga",1
Sri Sumilati,Lebih cantik   HTM nya15.000 kalau mau masuk ke akuarium bayar lagi 30.000,0
dwi susanti alvaro,"Salah satu tempat wisata yang ramai terutama ketika hari libur. Wisata yang cocok untuk edukasi bagi anak-anak. Ada area outbound, naik perahu. Harga tiket masuk murah, hanya 15.000. Tapi untuk masuk ke area ikan / aquarium ada tiket lagi.",1
Si Klimis,"Kebun Binatang Surabaya adalah salah satu kebun binatang yang populer di Indonesia dan terletak di Surabaya. KBS merupakan kebun binatang yang pernah terlengkap se-Asia Tenggara, di dalamnya terdapat lebih dari 351 spesies satwa yang …",1
